sampels,sampels_1,BPA_ID,Sample Site,Depth_BIN,Depth_MLD,Depth,Water.mass,Latitude (decimal degrees),Depth (m),T,S,O2,Si,NO3,NO2,PO4,NH4,Chl c3,Chl c2,Chl c1,Chlide a,Phide a,Perid,But-fuco,Fuco,Neo,Pras,Viola,Hex-fuco,Astax,Diadino,Allo,Diato,Zea,Lut,DV chl b,Chl b,DV Chl a,Tot. MV Chl a,carotene mix,Micro,Nano,Pico,T.Pig,PON_nmol.L,POC_nmol.L,d15N,d13C,C:N,NO3.Up,NH4.Up,P.P.,N2_Fix,C_ug.L,N_ug.L,Domint WM Category,Secondary WM Category,Stn_nbr,Depth_m,Longitude,SW,PEW,EQ13W,SAMW,AAIW,UCDW,LCDW,NPDW,AABW,total%,Date sampled (YYYY-MM-DD),Time sampled (hh:mm),Subset,SubsetDepth,Longitude (decimal degrees),GO_SHIPS_CTD_no,Bottom depth,Pressure bottle,number,ID,NCBI_Submission,NCBI Sample Accession,Organism,Tax ID,Sampleme_depth,NCBI BioProject,DayLength,Stratificaiton..Tsurface.Tsample.,NRS_Location_code; Voyage_code,geo_loc (country:subregion),Oxygen (_mol/L) Lab,Chlf: CTD,Salinity [PSU] Lab,Biomass (mg/m3),Microplankotn,noplankton,Picoplankton,d13C,Total CO2 (_mol/kg),Total alkalinity (_mol/kg),"Total Bacteria
 (cells/mL)","Bacteria and Not Phototrophs
 (cells/mL)"
G34577,P15S_6833,34577,6833,3,1,Depth_3,SPSG,-35.33387,85.4,18.17,35.481,233.8,0.18,0.03,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,118,4.5,-169.9994,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.185416667,3,0,-169.9994,118,5133,4.5,260,102.100.100/34477,FALSE,,,,,,691,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.7,0.1,34.6941,0.0427,,,,,2066.3,2329.4,,
G37237,P15S_6933,37237,6933,3,1,Depth_3,SPSG,-35.01347,63.5,18.2,35.493,233.3,0,0.02,0.001,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,118,85.8,-169.9994,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.185416667,3,0,-169.9994,118,5133,60.2,408,102.100.100/34625,FALSE,,,,,,691,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,174.1,0.35,35.8604,,,,,,,,,
G37243,P15S_7034,37243,7034,3,1,Depth_3,SPSG,-34.50183,49.9,18.385,35.506,232.6,0.11,0.03,0.001,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,118,85.8,-169.9994,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.185416667,3,0,-169.9994,118,5133,85.8,1070,102.100.100/37524,TRUE,SAMN08363597,marine metagenome,408172,102.100.100/37524_85,PRJ385736,691,2.846,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,153.7,0.4,36.1087,,,,,,2064.3,2332.1,,
G37249,P15S_7134,37249,7134,3,1,Depth_3,SPSG,-33.9845,59.6,19.172,35.709,228.5,0.12,0.01,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,119,5.7,-169.9985,0,1.001,0,0,0,0,0,0,0,1.001,42539,0.447916667,3,0,-169.9985,119,4881,5.7,261,102.100.100/34478,FALSE,,,,,,693,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.7,0.11,34.5534,0.0459,,,,,,,,
G37255,P15S_7233,37255,7233,3,1,Depth_3,SPSG,-33.50157,66.8,19.256,35.729,227.9,0.1,0.02,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,119,33.3,-169.9985,0,0.999,0,0,0,0,0,0,0,0.999,42539,0.447916667,3,0,-169.9985,119,4881,33.3,1076,102.100.100/37530,TRUE,SAMN08363603,marine metagenome,408172,102.100.100/37530_33,PRJ385736,693,-0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.5,0.13,34.5754,,,,,,2062.3,2342.5,,
G34582,P15S_7333,34582,7333,3,1,Depth_3,SPSG,-32.99528,83.8,19.78,35.785,223.6,0,0.02,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,119,65.5,-169.9985,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.447916667,3,0,-169.9985,119,4881,65.5,409,102.100.100/34626,FALSE,,,,,,693,0.664,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,180.6,0.25,35.7611,,,,,,,,,
G34583,P15S_7433,34583,7433,3,1,Depth_3,SPSG,-32.49512,91.2,19.922,35.799,223.9,0.08,0.02,0.001,0.06,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,120,5.4,-169.63012,0,1.001,0,0,0,0,0,0,0,1.001,42539,0.7625,3,0,-169.63012,120,5215,5.4,262,102.100.100/34479,FALSE,,,,,,694,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.5,0.21,34.5032,,,,,,2059.4,2346.6,,
G37273,P15S_7533,37273,7533,3,1,Depth_3,SPSG,-32.00123,66.6,20.881,35.861,220.9,0,0.01,0.001,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,120,26,-169.63012,0,1.001,0,0,0,0,0,0,0,1.001,42539,0.7625,3,0,-169.63012,120,5215,26,1082,102.100.100/37536,TRUE,SAMN08363609,marine metagenome,408172,102.100.100/37536_26,PRJ385736,694,0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.4,0.18,34.5041,,,,,,,,,
G34585,P15S_7634,34585,7634,3,1,Depth_3,SPSG,-31.48955,51.2,21.289,35.855,219.9,0.02,0.02,0.001,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,120,75.2,-169.63012,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.7625,3,0,-169.63012,120,5215,75.2,410,102.100.100/34627,FALSE,,,,,,694,0.836,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,174,0.72,35.7654,,,,,,2044.9,2350.4,,
G37285,P15S_7733,37285,7733,3,1,Depth_3,SPSG,-31.00057,86.8,20.542,35.849,222.3,0.03,0.005,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,121,5.3,-168.99913,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.113888889,3,0,-168.99913,121,5355,5.3,263,102.100.100/34480,FALSE,,,,,,696,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.6,,34.5933,0.0501,,,,,,,,
G37291,P15S_7833,37291,7833,3,1,Depth_3,SPSG,-30.5042,65.4,21.402,35.883,219.3,0.19,0.01,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,121,35.9,-168.99913,0,0.994,0,0,0,0,0,0,0,0.994,42539,0.113888889,3,0,-168.99913,121,5355,35.9,1088,102.100.100/37542,TRUE,SAMN08363615,marine metagenome,408172,102.100.100/37542_35,PRJ385736,696,0.073,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.6,,34.5931,,,,,,2046,2353.7,,
G37296,P15S_7933,37296,7933,3,1,Depth_3,SPSG,-29.99063,76,20.996,35.875,220.6,0.34,0.005,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,121,62.1,-168.99913,0,0.993,0,0,0,0,0,0,0,0.993,42539,0.113888889,3,0,-168.99913,121,5355,62.1,411,102.100.100/34628,FALSE,,,,,,696,0.014,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,190,,35.4737,,,,,,,,,
G37302,P15S_8034,37302,8034,3,1,Depth_3,SPSG,-29.499,61.2,20.979,35.879,221.1,0.35,0.005,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,122,5.6,-168.87517,0,0.994,0,0,0,0,0,0,0,0.994,42540,0.388194444,3,0,-168.87517,122,4909,5.6,264,102.100.100/34481,FALSE,,,,,,698,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.9,0.19,34.5249,0.0431,,,,,,,,
G37308,P15S_8133,37308,8133,3,1,Depth_3,SPSG,-28.99925,66,22.167,35.841,216.7,0.25,0.01,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,122,20.2,-168.87517,0,0.994,0,0,0,0,0,0,0,0.994,42540,0.388194444,3,0,-168.87517,122,4909,20.2,1094,102.100.100/37548,TRUE,SAMN08363621,marine metagenome,408172,102.100.100/37548_20,PRJ385736,698,-0.002,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.8,0.22,34.53,,,,,,,,,
G34591,P15S_8232,34591,8232,3,1,Depth_3,SPSG,-28.50127,91.2,22.073,35.86,216.3,0.11,0.02,0.001,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,122,60.8,-168.87517,0,0.993,0,0,0,0,0,0,0,0.993,42540,0.388194444,3,0,-168.87517,122,4909,60.8,412,102.100.100/34629,FALSE,,,,,,698,0.255,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,186.8,0.68,35.5233,,,,,,2036.8,2351.8,,
G34593,P15S_8533,34593,8533,3,1,Depth_3,SPSG,-26.48152,85.9,21.929,35.873,218.6,0.09,0.01,0.001,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,123,5.4,-168.75123,0,1,0,0,0,0,0,0,0,1,42540,0.668055556,3,0,-168.75123,123,5179,5.4,265,102.100.100/34482,FALSE,,,,,,700,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.5,0.22,34.5117,0.0463,,,,,,,,
G37340,P15S_8733,37340,8733,3,1,Depth_3,SPSG,-25.49173,76.3,23.499,35.691,212.1,0.3,0.005,0.001,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,123,24.3,-168.75123,0,1,0,0,0,0,0,0,0,1,42540,0.668055556,3,0,-168.75123,123,5179,24.3,1100,102.100.100/37554,TRUE,SAMN08363627,marine metagenome,408172,102.100.100/37554_24,PRJ385736,700,-0.001,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.5,0.16,34.5126,,,,,,,,,
G37346,P15S_8833,37346,8833,3,1,Depth_3,SPSG,-24.99308,84.9,23.136,35.734,213.1,0.22,0.005,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,123,75.9,-168.75123,0,0.993,0,0,0,0,0,0,0,0.993,42540,0.668055556,3,0,-168.75123,123,5179,75.9,413,102.100.100/34630,FALSE,,,,,,700,1.284,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,170.7,0.64,35.7897,,,,,,2019.3,2345.4,,
G34597,P15S_8933,34597,8933,3,1,Depth_3,SPSG,-24.4992,66,23.22,35.754,214.4,0.49,0.005,0.001,0.03,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,124,5.7,-168.61612,0,0.999,0,0,0,0,0,0,0,0.999,42540,0.942361111,3,0,-168.61612,124,5187,5.7,266,102.100.100/34483,FALSE,,,,,,702,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.8,0.14,34.5568,,,,,,,,,
G34598,P15S_9032,34598,9032,3,1,Depth_3,SPSG,-23.99563,100.5,21.954,35.752,223,0.36,0.1,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,124,61.5,-168.61612,0,0.993,0,0,0,0,0,0,0,0.993,42540,0.942361111,3,0,-168.61612,124,5187,61.5,414,102.100.100/34631,FALSE,,,,,,702,0.458,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,189.3,0.27,35.5117,,,,,,2048.8,2342.8,,
G34599,P15S_9134,34599,9134,3,1,Depth_3,SPSG,-23.50337,59.5,23.977,35.681,211.8,0.29,0.005,0.001,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,125,5,-168.75027,0,1.001,0,0,0,0,0,0,0,1.001,42541,0.221527778,3,0,-168.75027,125,5271,5,267,102.100.100/34484,FALSE,,,,,,703,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.8,0.13,34.4971,0.0306,,,,,,,,
G37370,P15S_9234,37370,9234,3,1,Depth_3,SPSG,-22.99507,41,24.797,35.661,208.1,0.52,0.005,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,125,40.9,-168.75027,0,0.999,0,0,0,0,0,0,0,0.999,42541,0.221527778,3,0,-168.75027,125,5271,40.9,1106,102.100.100/37560,TRUE,SAMN08363633,marine metagenome,408172,102.100.100/37560_40,PRJ385736,703,-0.023,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.3,0.21,34.673,,,,,,,,,
G34601,P15S_9333,34601,9333,3,1,Depth_3,SPSG,-22.49923,92.6,24.453,35.674,208.4,0.19,0.005,0.001,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,125,61,-168.75027,0,0.993,0,0,0,0,0,0,0,0.993,42541,0.221527778,3,0,-168.75027,125,5271,61,415,102.100.100/34632,FALSE,,,,,,703,0.466,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,185.4,0.42,35.5785,,,,,,,,,
G37382,P15S_9433,37382,9433,3,1,Depth_3,SPSG,-22.00178,85.3,24.357,35.698,209.5,0.2,0.005,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,126,5.1,-168.75268,0,1.001,0,0,0,0,0,0,0,1.001,42541,0.508333333,3,0,-168.75268,126,5681,5.1,268,102.100.100/34485,FALSE,,,,,,704,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.8,0.27,34.6489,0.0518,,,,,2012.2,2346,,
G37388,P15S_9533,37388,9533,3,1,Depth_3,SPSG,-21.50073,65.2,24.415,35.688,209.5,0.21,0.005,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,126,25.4,-168.75268,0,1,0,0,0,0,0,0,0,1,42541,0.508333333,3,0,-168.75268,126,5681,25.4,1112,102.100.100/37566,TRUE,SAMN08363639,marine metagenome,408172,102.100.100/37566_25,PRJ385736,704,0.007,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.9,0.22,34.6597,,,,,,,,,
G37394,P15S_9634,37394,9634,3,1,Depth_3,SPSG,-20.99733,51.4,24.665,35.655,209.1,0.24,0.005,0.001,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,126,75.3,-168.75268,0,0.992,0,0,0,0,0,0,0,0.992,42541,0.508333333,3,0,-168.75268,126,5681,75.3,416,102.100.100/34633,FALSE,,,,,,704,0.714,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,186,0.9,35.8063,,,,,,,,,
G37400,P15S_9733,37400,9733,3,1,Depth_3,SPSG,-20.50315,86.1,24.737,35.638,208,0.25,0.005,0.001,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,127,5.9,-168.7491,0,0.997,0,0,0,0,0,0,0,0.997,42541,0.788888889,3,0,-168.7491,127,5551,5.9,269,102.100.100/34486,FALSE,,,,,,706,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.4,0.23,34.7665,,,,,,,,,
G34606,P15S_9832,34606,9832,3,1,Depth_3,SPSG,-19.99822,90.4,25.207,35.644,206.6,0.14,0.005,0.01,0.09,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,127,20.8,-168.7491,0,0.996,0,0,0,0,0,0,0,0.996,42541,0.788888889,3,0,-168.7491,127,5551,20.8,1118,102.100.100/37572,TRUE,SAMN08363645,marine metagenome,408172,102.100.100/37572_20,PRJ385736,706,-0.01,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.3,0.25,34.7751,,,,,,2005.8,2342.4,,
G37412,P15S_9933,37412,9933,3,1,Depth_3,SPSG,-19.49528,75.9,25.144,35.704,207.1,0.26,0.005,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,127,60.1,-168.7491,0,0.993,0,0,0,0,0,0,0,0.993,42541,0.788888889,3,0,-168.7491,127,5551,60.1,1117,102.100.100/37571,TRUE,SAMN08363644,marine metagenome,408172,102.100.100/37571_60,PRJ385736,706,-0.019,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,198,0.64,35.5117,,,,,,,,,
G37418,P15S_10034,37418,10034,3,1,Depth_3,SPSG,-19.0012,62.5,25.239,35.699,206.7,0.28,0.005,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,128,5.6,-168.75133,0,1.001,0,0,0,0,0,0,0,1.001,42541,0.074305556,3,0,-168.75133,128,5679,5.6,270,102.100.100/34487,FALSE,,,,,,708,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192,,34.8935,0.0476,,,,,2009.6,2348.2,,
G37424,P15S_10132,37424,10132,3,1,Depth_3,SPSG,-18.50122,88.8,25.353,35.731,205.9,0.25,0.005,0.001,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,128,19.7,-168.75133,0,1,0,0,0,0,0,0,0,1,42541,0.074305556,3,0,-168.75133,128,5679,19.7,1124,102.100.100/37578,TRUE,SAMN08363651,marine metagenome,408172,102.100.100/37578_19,PRJ385736,708,0.156,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192,,34.8939,,,,,,,,,
G37430,P15S_10233,37430,10233,3,1,Depth_3,SPSG,-17.9986,75.3,26.046,35.637,204.9,0.31,0.02,0.001,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,128,66.1,-168.75133,0,0.992,0,0,0,0,0,0,0,0.992,42541,0.074305556,3,0,-168.75133,128,5679,66.1,1123,102.100.100/37577,TRUE,SAMN08363650,marine metagenome,408172,102.100.100/37577_66,PRJ385736,708,0.176,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.1,,34.9087,,,,,,2005.2,2346.8,,
G37433,P15S_10333,37433,10333,3,1,Depth_3,SPSG,-17.49867,86.8,26.534,35.446,203.3,0.47,0.005,0.001,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,129,5,-168.75042,0,0.996,0,0,0,0,0,0,0,0.996,42542,0.358333333,3,0,-168.75042,129,5476,5,271,102.100.100/34488,FALSE,,,,,,710,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,191.4,0.16,34.9405,0.0484,,,,,2012.1,2349.8,,
G34612,P15S_10432,34612,10432,3,1,Depth_3,SPSG,-17.00137,90.6,26.378,35.839,203.4,0.47,0.005,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,129,50.4,-168.75042,0,0.993,0,0,0,0,0,0,0,0.993,42542,0.358333333,3,0,-168.75042,129,5476,50.4,1130,102.100.100/37584,TRUE,SAMN08363657,marine metagenome,408172,102.100.100/37584_50,PRJ385736,710,0.052,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,191.4,0.27,34.9393,,,,,,2028.8,2361.7,,
G37446,P15S_10532,37446,10532,3,1,Depth_3,SPSG,-16.50275,90,24.077,35.986,185.5,0.38,1.49,0.26,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,129,74.9,-168.75042,0,0.992,0,0,0,0,0,0,0,0.992,42542,0.358333333,3,0,-168.75042,129,5476,74.9,419,102.100.100/34636,FALSE,,,,,,710,0.033,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.8,0.36,35.1017,,,,,,2071.3,2370.3,,
G34614,P15S_10633,34614,10633,3,1,Depth_3,SPSG,-16.00165,85.9,26.062,36.02,197.8,0.46,0.005,0.01,0.22,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,130,5,-168.75025,0,1,0,0,0,0,0,0,0,1,42542,0.636111111,3,0,-168.75025,130,5583,5,272,102.100.100/34489,FALSE,,,,,,712,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,191.4,0.32,34.9776,,,,,,2047.3,2373.9,,
G34615,P15S_10733,34615,10733,3,1,Depth_3,SPSG,-15.49643,68.5,27.015,35.941,200.4,0.39,0.005,0.001,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,130,35.4,-168.75025,0,1,0,0,0,0,0,0,0,1,42542,0.636111111,3,0,-168.75025,130,5583,35.4,1136,102.100.100/37590,TRUE,SAMN08363663,marine metagenome,408172,102.100.100/37590_35,PRJ385736,712,-0.014,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,191.2,0.28,34.9782,,,,,,2035.1,2369,,
G34616,P15S_10834,34616,10834,3,1,Depth_3,SPSG,-15.0027,50.7,28.008,35.028,198.5,0.63,0.005,0.001,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,130,62.1,-168.75025,0,0.992,0,0,0,0,0,0,0,0.992,42542,0.636111111,3,0,-168.75025,130,5583,62.1,1135,102.100.100/37589,TRUE,SAMN08363662,marine metagenome,408172,102.100.100/37589_62,PRJ385736,712,-0.024,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,191.4,0.36,34.9799,,,,,,1991.2,2326.6,,
G34617,P15S_10934,34617,10934,3,1,Depth_3,SPSG,-14.66448,61.2,26.992,35.918,193.2,0.53,0.1,0.04,0.27,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,131,4.7,-168.75017,0,0.995,0,0,0,0,0,0,0,0.995,42542,0.905555556,3,0,-168.75017,131,5638,4.7,273,102.100.100/34490,FALSE,,,,,,713,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.8,0.5,34.849,0.1038,,,,,,,,
G37475,P15S_11033,37475,11033,3,1,Depth_3,SPSG,-14.27988,61.2,27.975,34.921,200.3,0.48,0.005,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,131,20.8,-168.75017,0,0.994,0,0,0,0,0,0,0,0.994,42542,0.905555556,3,0,-168.75017,131,5638,20.8,1142,102.100.100/37596,TRUE,SAMN08363669,marine metagenome,408172,102.100.100/37596_20,PRJ385736,713,0.108,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,194,0.38,34.8563,,,,,,2001.2,2338.1,,
G34619,P15S_11134,34619,11134,3,1,Depth_3,SPSG,-13.9691,50.6,28.494,35.094,190.2,0.19,0.23,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,131,66.3,-168.75017,0,0.991,0,0,0,0,0,0,0,0.991,42542,0.905555556,3,0,-168.75017,131,5638,66.3,1141,102.100.100/37595,TRUE,SAMN08363668,marine metagenome,408172,102.100.100/37595_66,PRJ385736,713,0.118,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.4,0.48,34.8761,,,,,,,,,
G34620,P15S_11333,34620,11333,3,1,Depth_3,SPSG,-13.50338,65.8,27.321,35.947,165.5,0.68,2.2,0.29,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,132,6.3,-168.75178,0,1.001,0,0,0,0,0,0,0,1.001,42543,0.183333333,3,0,-168.75178,132,5078,6.3,274,102.100.100/34491,FALSE,,,,,,715,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193,0.33,34.909,0.0862,,,,,,,,
G37499,P15S_11434,37499,11434,3,1,Depth_3,SPSG,-12.9974,49.8,29.206,34.966,189.5,0.43,0.39,0.08,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,132,27.1,-168.75178,0,0.999,0,0,0,0,0,0,0,0.999,42543,0.183333333,3,0,-168.75178,132,5078,27.1,1148,102.100.100/37602,TRUE,SAMN08363675,marine metagenome,408172,102.100.100/37602_27,PRJ385736,715,-0.009,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.7,0.26,34.9088,,,,,,1982.2,2321.3,,
G34623,P15S_11633,34623,11633,3,1,Depth_3,SPSG,-11.99465,65.5,29.453,34.771,189.9,0.56,0.005,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,132,51.6,-168.75178,0,0.999,0,0,0,0,0,0,0,0.999,42543,0.183333333,3,0,-168.75178,132,5078,51.6,422,102.100.100/34639,FALSE,,,,,,715,0.013,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.1,0.41,34.9091,,,,,,1980.7,2326.4,,
G34624,P15S_11733,34624,11733,3,1,Depth_3,SPSG,-11.4957,75.8,28.104,35.836,175.8,0.81,2.86,0.63,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,133,6.3,-168.75058,0,0.996,0,0,0,0,0,0,0,0.996,42543,0.450694444,3,0,-168.75058,133,5025,6.3,275,102.100.100/34492,FALSE,,,,,,717,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,194.2,0.52,34.8213,0.1062,,,,,2057.2,2362.6,,
G37524,P15S_11833,37524,11833,3,1,Depth_3,SPSG,-10.9976,85.8,26.811,36.04,149,1,3.87,0.89,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,133,69.8,-168.75058,0,0.991,0,0,0,0,0,0,0,0.991,42543,0.450694444,3,0,-168.75058,133,5025,69.8,1154,102.100.100/37608,TRUE,SAMN08363681,marine metagenome,408172,102.100.100/37608_69,PRJ385736,717,0.58,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.9,0.77,35.1756,,,,,,2082.2,2375.6,,
G34626,P15S_11933,34626,11933,3,1,Depth_3,SPSG,-10.49813,65.5,29.102,35.74,178.7,0.82,1.85,0.64,0.41,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,133,90.6,-168.75058,0,0.989,0,0,0,0,0,0,0,0.989,42543,0.450694444,3,0,-168.75058,133,5025,90.6,423,102.100.100/34640,FALSE,,,,,,717,0.672,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,177.4,0.78,35.7804,,,,,,,,,
G34627,P15S_12033,34627,12033,3,1,Depth_3,PED,-9.92345,75.2,28.985,35.69,176.2,0.73,1.99,0.56,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,134,4.8,-168.75135,0,1.001,0,0,0,0,0,0,0,1.001,42543,0.722916667,3,0,-168.75135,134,5387,4.8,276,102.100.100/34493,FALSE,,,,,,719,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,194.1,0.49,34.839,,,,,,2037.3,2354.9,,
